区站号,Y,X,降雨量,降雨量20-26,总降雨量
58269,31.78333333,121.65,87.9,81.7,169.60000000000002
58301,31.81666667,115.3833333,151.4,39.9,191.3
58306,31.68333333,115.8833333,219.3,9.2,228.5
58311,31.73333333,116.5,91.7,18.0,109.7
58314,31.4,116.3166667,98.8,34.1,132.9
58316,31.46666667,116.9166667,48.3,2.4,50.699999999999996
58317,30.86666667,116.3666667,162.5,0.0,162.5
58319,31.06666667,116.95,62.5,3.3000000000000003,65.8
58320,31.73333333,117.1333333,40.9,0.7000000000000001,41.6
58321,31.78333333,117.3,160.1,5.0,165.1
58323,31.88333333,117.4666667,105.1,1.8,106.89999999999999
58326,31.58333333,117.8333333,42.6,17.2,59.8
58327,31.26666667,117.2833333,49.2,6.6000000000000005,55.800000000000004
58329,31.33333333,117.8666667,90.3,18.2,108.5
58330,31.75,118.0833333,124.8,35.9,160.7
58331,31.73333333,118.3666667,138.2,39.0,177.2
58334,31.38333333,118.3666667,54.9,18.9,73.8
58335,31.56666667,118.5166667,77.1,22.5,99.6
58336,31.7,118.5666667,82.1,41.5,123.6
58337,31.08333333,118.1833333,70.4,46.7,117.10000000000001
58338,31.15,118.5833333,52.9,43.6,96.5
58339,31.33333333,118.9,62.2,30.8,93.0
58340,31.65,119.0333333,105.7,34.3,140.0
58341,31.98333333,119.6,78.2,37.0,115.2
58342,31.71666667,119.55,111.4,36.5,147.9
58344,31.96666667,119.2,103.9,34.9,138.8
58345,31.43333333,119.4833333,102.5,56.3,158.8
58346,31.33333333,119.8166667,66.2,52.9,119.1
58349,31.41666667,120.5666667,66.1,64.3,130.39999999999998
58351,31.9,120.3,130.8,74.4,205.20000000000002
58352,31.65,120.7666667,63.9,63.7,127.6
58353,31.86666667,120.5666667,57.5,53.9,111.4
58354,31.61666667,120.35,53.1,39.4,92.5
58356,31.4,121.0,93.9,93.9,187.8
58358,31.06666667,120.4333333,60.8,60.8,121.6
58359,31.13333333,120.6166667,92.7,92.7,185.4
58360,31.91666667,121.2,69.6,68.9,138.5
58361,31.1,121.3666667,215.3,215.3,430.6
58362,31.4,121.45,115.8,115.8,231.6
58365,31.36666667,121.25,91.8,91.8,183.6
58366,31.66666667,121.5,99.4,99.4,198.8
58367,31.2,121.4333333,218.2,218.2,436.4
58369,31.05,121.7833333,251.5,251.5,503.0
58370,31.23333333,121.5333333,196.7,196.7,393.4
58377,31.51666667,121.1,66.2,66.2,132.4
58401,30.75,115.4,29.5,1.5,31.0
58402,30.73333333,115.6666667,22.0,0.0,22.0
58404,30.46666667,115.2166667,65.9,1.6,67.5
58408,30.23333333,115.4333333,51.5,7.8,59.3
58409,30.1,115.9333333,48.0,1.5,49.5
58417,30.16666667,116.1333333,77.5,3.3,80.8
58429,30.98333333,117.85,136.9,17.7,154.6
58431,30.9,118.3166667,36.5,30.5,67.0
58432,30.68333333,118.4,81.2,51.3,132.5
58433,30.93333333,118.75,65.4,55.7,121.10000000000001
58435,30.3,118.5333333,97.6,71.4,169.0
58436,30.61666667,118.9833333,210.2,102.6,312.79999999999995
58437,30.13333333,118.15,244.7,210.6,455.29999999999995
58441,30.86666667,119.4166667,138.6,71.2,209.8
58442,31.16666667,119.1833333,111.7,60.8,172.5
58443,31.01666667,119.9,63.1,59.3,122.4
58446,30.63333333,119.7,192.0,179.7,371.7
58448,30.21666667,119.7,165.0,160.70000000000002,325.70000000000005
58449,30.05,119.95,237.0,216.8,453.8
58450,30.86666667,120.05,143.2,143.2,286.4
58451,30.83333333,120.9333333,183.0,182.8,365.8
58452,30.73333333,120.7666667,174.1,173.7,347.79999999999995
58453,30.06666667,120.5,404.4,404.4,808.8
58454,30.53333333,119.9833333,186.2,186.0,372.2
58455,30.51666667,120.65,160.3,160.3,320.6
58456,30.63333333,120.5166667,148.8,148.8,297.6
58457,30.23333333,120.1666667,252.5,252.5,505.0
58458,30.53333333,120.9,200.9,200.9,401.8
58459,30.18333333,120.2833333,216.1,216.0,432.1
58460,30.73333333,121.35,314.8,313.7,628.5
58461,31.13333333,121.1166667,143.5,143.5,287.0
58462,31.03333333,121.2333333,207.9,207.9,415.8
58463,30.88333333,121.5,319.6,319.6,639.2
58464,30.65,121.1166667,237.7,237.7,475.4
58467,30.2,121.2666667,298.3,298.3,596.6
58468,30.05,121.1666667,389.1,384.0,773.1
58472,30.73333333,122.45,240.9,240.9,481.8
58477,30.03333333,122.1,385.5,384.8,770.3
58484,30.25,122.2,382.0,377.8,759.8
58500,29.85,115.2,51.9,8.6,60.5
58501,29.91666667,115.6333333,48.7,1.4,50.1
58502,29.73333333,116.0,32.3,0.1,32.4
58503,29.7,115.6666667,30.0,4.8,34.8
58505,29.61666667,115.9,26.4,0.9,27.299999999999997
58506,29.58333333,115.9833333,51.8,2.8,54.599999999999994
58507,29.25,115.1166667,79.4,0.0,79.4
58508,29.33333333,115.7666667,76.5,0.0,76.5
58509,29.05,115.8166667,66.1,0.0,66.1
58510,29.73333333,116.2333333,61.1,0.0,61.1
58512,29.9,116.55,26.0,0.0,26.0
58514,29.45,116.05,52.9,0.0,52.9
58517,29.26666667,116.2,50.5,3.5,54.0
58519,29.0,116.6833333,38.2,1.2,39.400000000000006
58520,29.85,117.7166667,29.1,13.4,42.5
58523,29.93333333,117.9333333,33.2,8.5,41.7
58524,29.36666667,117.2166667,60.9,0.0,60.9
58527,29.3,117.2,16.5,3.5,20.0
58529,29.26666667,117.85,15.2,7.3,22.5
58530,29.86666667,118.4333333,31.4,14.1,45.5
58531,29.71666667,118.2833333,24.1,21.3,45.400000000000006
58534,29.78333333,118.1833333,14.3,7.7,22.0
58537,29.13333333,118.4,9.3,4.7,14.0
58542,29.81666667,119.6833333,163.0,154.5,317.5
58543,29.61666667,119.0166667,43.9,28.6,72.5
58544,29.48333333,119.2666667,57.1,54.5,111.6
58546,29.46666667,119.8833333,99.5,97.0,196.5
58547,29.03333333,119.1833333,57.9,43.1,101.0
58548,29.21666667,119.4666667,60.0,59.9,119.9
58549,29.11666667,119.65,72.4,72.0,144.4
58550,29.7,120.25,240.4,239.6,480.0
58553,30.05,120.8166667,248.4,248.4,496.8
58555,29.51666667,120.8833333,192.6,190.2,382.79999999999995
58556,29.6,120.8166667,150.1,150.1,300.2
58557,29.33333333,120.0833333,78.6,78.6,157.2
58558,29.26666667,120.2166667,109.0,109.0,218.0
58559,29.16666667,120.9833333,140.7,139.6,280.29999999999995
58560,29.05,120.4333333,208.0,208.0,416.0
58561,29.98333333,121.6,310.7,310.2,620.9
58562,29.78333333,121.55,265.6,261.6,527.2
58563,29.88333333,121.8333333,244.9,238.0,482.9
58565,29.7,121.3833333,363.4,358.7,722.0999999999999
58566,29.46666667,121.8833333,247.8,242.2,490.0
58567,29.31666667,121.4333333,275.7,236.9,512.6
58568,29.11666667,121.3833333,296.7,248.4,545.1
58569,29.2,121.95,194.8,190.7,385.5
58570,29.95,122.3,243.1,243.0,486.1
58600,28.86666667,115.3666667,85.2,0.0,85.2
58601,28.7,115.3833333,128.7,0.8,129.5
58602,28.85,115.55,84.3,0.1,84.39999999999999
58605,28.41666667,115.3833333,171.7,0.0,171.7
58606,28.6,115.9166667,153.4,12.0,165.4
58607,28.55,115.95,59.1,5.2,64.3
58608,28.06666667,115.55,71.8,14.6,86.39999999999999
58609,28.21666667,115.8166667,112.3,0.2,112.5
58612,28.7,116.6833333,8.1,1.3,9.4
58614,28.38333333,116.2666667,53.2,13.9,67.10000000000001
58615,28.68333333,117.0833333,15.9,6.9,22.8
58616,28.2,116.8166667,38.5,16.0,54.5
58618,28.26666667,116.6,52.7,22.7,75.4
58619,28.0,116.3666667,30.8,21.0,51.8
58620,29.01666667,117.1,27.7,10.8,38.5
58622,28.95,117.5833333,41.5,0.6,42.1
58623,28.46666667,117.9166667,2.3,2.3000000000000003,4.6
58624,28.4,117.4333333,18.8,12.1,30.9
58625,28.41666667,117.6,3.6,3.4000000000000004,7.0
58626,28.31666667,117.25,29.4,21.3,50.7
58627,28.25,117.0333333,32.3,29.4,61.699999999999996
58629,28.28333333,117.7,19.3,16.9,36.2
58631,28.9,118.5,35.8,35.8,71.6
58632,28.71666667,118.6,16.0,16.0,32.0
58634,28.68333333,118.25,6.0,6.0,12.0
58635,28.43333333,118.2,7.6,7.6,15.2
58637,28.45,117.9833333,1.4,1.4,2.8
58642,28.88333333,119.8,34.4,34.4,68.8
58643,28.9,120.0333333,33.2,26.4,59.6
58644,28.6,119.2833333,10.3,10.2,20.5
58646,28.45,119.9166667,63.4,61.5,124.9
58647,28.08333333,119.1333333,15.1,14.9,30.0
58648,28.0,119.6333333,19.3,18.3,37.6
58652,28.86666667,120.7166667,91.6,91.0,182.6
58654,28.66666667,120.0833333,102.0,102.0,204.0
58656,28.06666667,120.9666667,62.2,59.0,121.2
58657,28.15,120.2833333,62.9,57.3,120.19999999999999
58658,28.15,120.6833333,74.7,72.7,147.4
58659,28.03333333,120.65,93.6,81.6,175.2
58660,28.86666667,121.2,181.5,169.6,351.1
58664,28.36666667,121.3666667,169.8,153.8,323.6
58665,28.61666667,121.4166667,65.4,65.4,130.8
58666,28.45,121.9,117.6,116.8,234.39999999999998
58667,28.08333333,121.2666667,46.6,46.6,93.2
58693,28.7,115.8333333,85.5,3.3,88.8
58701,27.76666667,115.4,25.6,0.1,25.700000000000003
58704,27.61666667,115.35,62.5,4.199999999999999,66.7
58705,27.33333333,115.4166667,29.6,0.0,29.6
58706,27.43333333,115.8333333,79.5,21.4,100.9
58707,27.21666667,115.1333333,32.7,0.1,32.800000000000004
58710,27.76666667,116.05,14.9,14.9,29.8
58712,27.91666667,116.7833333,61.6,9.1,70.7
58713,27.71666667,117.0666667,50.6,32.9,83.5
58714,27.55,116.2333333,43.1,19.8,62.900000000000006
58715,27.58333333,116.65,29.1,7.0,36.1
58718,27.21666667,116.5333333,0.0,0.0,0.0
58719,27.3,116.9333333,3.4,0.3,3.6999999999999997
58724,27.53333333,117.3166667,0.6,0.6000000000000001,1.2000000000000002
58725,27.33333333,117.4666667,1.0,1.0,2.0
58730,27.76666667,118.0333333,3.9,2.1,6.0
58731,27.91666667,118.5333333,1.4,1.2,2.5999999999999996
58734,27.33333333,118.1166667,1.0,0.9,1.9
58735,27.51666667,118.75,8.5,8.5,17.0
58736,27.38333333,118.8166667,10.9,10.5,21.4
58737,27.05,118.3166667,23.2,17.0,40.2
58742,28.11666667,119.55,39.9,38.1,78.0
58744,27.45,119.4166667,43.4,26.1,69.5
58745,27.61666667,119.0833333,7.0,5.800000000000001,12.8
58746,27.55,119.7,52.9,48.8,101.69999999999999
58747,27.15,119.35,81.1,61.8,142.89999999999998
58748,27.1,119.65,14.0,11.4,25.4
58749,27.23333333,119.8833333,73.5,60.0,133.5
58750,27.78333333,120.0833333,48.7,35.6,84.30000000000001
58751,27.66666667,120.5666667,81.6,70.3,151.89999999999998
58752,27.78333333,120.65,46.4,45.2,91.6
58754,27.33333333,120.2,55.9,43.8,99.69999999999999
58804,26.35,115.35,43.1,21.0,64.1
58806,26.48333333,116.0166667,23.8,0.7,24.5
58813,26.85,116.3333333,1.9,0.0,1.9
58814,26.35,116.35,7.3,0.0,7.3
58818,26.23333333,116.6333333,17.3,0.0,17.3
58819,26.18333333,116.8166667,28.4,2.6,31.0
58820,26.9,117.1666667,6.3,4.6,10.899999999999999
58822,26.83333333,116.85,2.5,1.0,3.5
58823,26.8,117.8,10.6,5.300000000000001,15.9
58824,26.4,117.15,8.8,3.7,12.5
58826,26.4,117.8,3.2,3.2,6.4
58828,26.26666667,117.6166667,21.9,21.9,43.8
58836,26.58333333,118.7333333,17.5,16.8,34.3
58837,26.15,118.15,9.1,8.8,17.9
58839,26.23333333,118.85,8.7,8.700000000000001,17.4
58843,26.88333333,120.0166667,34.8,30.6,65.4
58844,26.15,119.15,8.9,8.200000000000001,17.1
58845,26.5,119.5333333,36.8,32.2,69.0
58846,26.66666667,119.5166667,41.1,31.4,72.5
58847,26.08333333,119.2833333,7.0,7.0,14.0
58848,26.2,119.55,33.3,33.0,66.3
58850,26.91666667,120.2333333,43.4,37.7,81.1
58903,25.9,116.0333333,68.6,8.5,77.1
58905,25.96666667,115.4166667,8.4,1.3,9.700000000000001
58906,25.6,115.8,55.5,21.5,77.0
58907,25.15,115.4,103.8,17.2,121.0
58911,25.85,116.3666667,78.5,0.6,79.1
58917,25.08333333,116.1,56.5,26.4,82.9
58918,25.05,116.4166667,60.5,7.6,68.1
58923,25.7,117.8333333,33.4,18.2,51.599999999999994
58926,25.3,117.4166667,24.2,9.0,33.2
58927,25.05,117.0166667,31.8,0.6000000000000001,32.4
58928,25.01666667,117.5333333,116.1,9.2,125.3
58929,25.06666667,118.15,19.8,10.9,30.700000000000003
58931,25.71666667,118.1,54.8,31.200000000000003,86.0
58932,25.86666667,118.9333333,12.8,12.0,24.8
58934,25.33333333,118.2666667,46.4,6.5,52.9
58935,25.48333333,118.2333333,64.5,10.4,74.9
58938,25.23333333,118.9833333,3.2,2.5,5.7
58941,25.96666667,119.5,19.3,19.0,38.3
58942,25.71666667,119.3833333,6.7,6.699999999999999,13.399999999999999
58944,25.51666667,119.7833333,2.0,1.0,3.0
58946,25.45,119.0,7.6,7.6,15.2
59001,24.78333333,105.3333333,130.8,30.6,161.4
59004,24.5,105.1,215.6,44.4,260.0
59007,24.06666667,105.0666667,144.6,52.6,197.2
59012,24.78333333,106.55,104.3,85.80000000000001,190.10000000000002
59015,24.35,106.5666667,96.9,72.9,169.8
59017,24.26666667,106.2666667,84.9,35.4,120.30000000000001
59021,24.55,107.0333333,35.9,34.6,70.5
59023,24.7,108.0333333,75.7,60.4,136.1
59025,24.53333333,107.3833333,18.4,12.5,30.9
59027,24.13333333,107.25,44.1,40.5,84.6
59031,24.81666667,108.2666667,75.4,66.4,141.8
59034,24.48333333,108.6666667,72.0,38.0,110.0
59037,23.93333333,108.1,78.4,62.6,141.0
59038,24.06666667,108.65,120.7,94.3,215.0
59041,24.65,109.25,37.3,32.3,69.6
59044,24.46666667,109.3833333,1.7,1.1,2.8
59045,24.48333333,109.75,10.2,8.6,18.799999999999997
59046,24.35,109.4,16.8,7.6,24.4
59047,24.25,109.3333333,35.3,30.1,65.4
59052,24.83333333,110.8166667,13.3,5.9,19.200000000000003
59053,24.61666667,110.6666667,19.7,10.5,30.2
59055,24.5,110.4,12.8,1.9,14.700000000000001
59057,24.13333333,110.1833333,69.6,21.9,91.5
59058,24.2,110.5166667,19.7,9.8,29.5
59059,24.18333333,110.8,98.0,15.0,113.0
59063,25.18333333,111.45,60.3,15.5,75.8
59065,24.41666667,111.5,74.0,3.4000000000000004,77.4
59071,24.73333333,112.2833333,35.1,30.0,65.1
59072,24.8,112.3666667,23.1,13.2,36.3
59074,24.56666667,112.15,16.1,1.4,17.5
59075,24.48333333,112.6333333,21.7,14.8,36.5
59081,24.78333333,113.2833333,51.5,42.3,93.8
59082,24.66666667,113.6,24.8,4.9,29.700000000000003
59087,23.88333333,113.5166667,79.4,8.1,87.5
59088,24.18333333,113.4166667,93.0,25.1,118.1
59090,24.95,114.0666667,49.9,13.6,63.5
59091,24.75,114.5166667,63.0,19.2,82.2
59092,24.91666667,114.8166667,88.2,34.1,122.30000000000001
59093,24.78333333,115.0333333,54.1,18.6,72.7
59094,24.35,114.1166667,17.1,5.8,22.900000000000002
59096,24.36666667,114.4833333,26.1,16.700000000000003,42.800000000000004
59097,24.05,114.2,75.4,34.800000000000004,110.20000000000002
59099,24.45,114.9333333,21.3,6.0,27.3
59102,24.95,115.65,45.7,22.9,68.6
59106,24.58333333,115.9,45.2,1.8,47.0
59107,24.11666667,115.2833333,67.4,9.7,77.10000000000001
59109,24.15,115.7333333,43.2,24.6,67.80000000000001
59113,24.73333333,116.7166667,14.8,12.0,26.8
59114,24.65,116.1666667,26.0,16.9,42.9
59116,24.33333333,116.7,27.1,7.399999999999999,34.5
59117,24.28333333,116.0666667,43.3,18.6,61.9
59122,24.61666667,117.75,81.7,43.8,125.5
59124,24.51666667,117.3833333,78.7,33.2,111.9
59125,24.38333333,117.3,105.5,36.5,142.0
59127,24.43333333,117.8333333,135.6,70.6,206.2
59129,24.13333333,117.6,101.3,37.5,138.8
59130,24.73333333,118.15,59.6,24.1,83.7
59131,24.96666667,118.3666667,76.2,7.300000000000001,83.5
59133,24.9,118.9166667,3.8,1.9,5.699999999999999
59134,24.48333333,118.0666667,65.5,13.0,78.5
59205,23.65,105.6333333,117.1,56.9,174.0
59209,23.41666667,105.8333333,116.6,22.1,138.7
59211,23.9,106.6,68.0,51.6,119.6
59215,23.33333333,106.6333333,43.8,25.3,69.1
59218,23.13333333,106.4166667,33.3,13.2,46.5
59224,23.6,107.1166667,41.0,35.4,76.4
59227,23.11666667,107.1333333,134.2,48.7,182.89999999999998
59228,23.31666667,107.5833333,54.8,54.8,109.6
59229,23.16666667,107.7,50.2,50.2,100.4
59230,23.71666667,108.1666667,32.9,32.9,65.8
59235,23.43333333,108.6166667,91.9,83.6,175.5
59237,23.16666667,108.2833333,83.8,81.10000000000001,164.9
59238,23.21666667,108.8,63.8,63.8,127.6
59241,23.96666667,109.6833333,57.1,42.8,99.9
59242,23.75,109.2333333,18.3,17.900000000000002,36.2
59246,23.6,109.6666667,31.0,30.6,61.6
59255,23.55,110.3833333,25.7,22.8,48.5
59256,23.36666667,110.9166667,31.9,29.2,61.099999999999994
59264,23.4,111.5,57.9,37.4,95.3
59265,23.48333333,111.3,42.1,29.0,71.1
59266,23.41666667,111.2333333,45.0,31.6,76.6
59268,23.25,111.5333333,42.7,38.7,81.4
59269,23.16666667,111.7833333,75.7,70.8,146.5
59270,23.91666667,112.1833333,5.2,3.4000000000000004,8.600000000000001
59271,23.63333333,112.4333333,53.0,12.0,65.0
59276,23.35,112.65,58.7,34.2,92.9
59278,23.03333333,112.45,58.7,36.2,94.9
59279,23.18333333,112.8666667,59.0,27.9,86.9
59280,23.71666667,113.0833333,6.8,0.1,6.8999999999999995
59284,23.41666667,113.2333333,15.9,3.4,19.3
59285,23.56666667,113.6,14.5,3.6,18.1
59287,23.21666667,113.4833333,43.8,7.0,50.8
59288,23.15,113.0166667,66.5,5.0,71.5
59289,22.96666667,113.7333333,26.0,11.1,37.1
59290,23.78333333,114.25,44.4,25.7,70.1
59293,23.8,114.7333333,77.9,45.9,123.80000000000001
59294,23.33333333,113.8333333,106.3,64.2,170.5
59297,23.18333333,114.2833333,27.3,21.4,48.7
59298,23.06666667,114.3666667,43.5,10.2,53.7
59303,23.91666667,115.75,33.8,16.7,50.5
59304,23.63333333,115.1833333,30.1,6.5,36.6
59306,23.45,115.85,135.2,52.7,187.89999999999998
59310,23.76666667,116.1833333,106.1,65.5,171.6
59312,23.66666667,116.7,53.7,11.9,65.60000000000001
59313,23.68333333,116.9833333,9.1,3.6,12.7
59314,23.3,116.1333333,42.0,15.1,57.1
59315,23.58333333,116.4,92.1,35.0,127.1
59316,23.4,116.6833333,46.1,30.9,77.0
59317,23.03333333,116.3,152.5,38.9,191.4
59318,23.26666667,116.5833333,69.1,18.9,88.0
59319,23.43333333,116.8333333,44.3,20.0,64.3
59320,23.75,117.1333333,100.8,63.2,164.0
59322,23.98333333,117.3666667,64.4,19.4,83.80000000000001
59324,23.43333333,117.0333333,43.9,20.0,63.9
59419,22.1,106.75,123.0,65.8,188.8
59421,22.83333333,107.2,67.8,55.1,122.9
59429,22.18333333,108.0166667,97.4,97.4,194.8
59431,22.63333333,108.2166667,153.5,149.8,303.3
59435,22.76666667,108.4833333,126.2,121.3,247.5
59441,22.7,109.25,194.1,190.9,385.0
59446,22.41666667,109.3,134.4,133.3,267.70000000000005
59448,22.26666667,109.55,101.8,75.1,176.89999999999998
59449,22.3,109.9833333,113.6,104.2,217.8
59451,22.7,110.35,31.9,30.9,62.8
59452,22.83333333,110.5333333,42.1,40.4,82.5
59454,22.95,111.0,36.3,30.5,66.8
59456,22.35,110.9333333,66.9,59.7,126.60000000000001
59457,22.31666667,110.2666667,104.3,98.1,202.39999999999998
59462,22.7,111.6,63.7,43.7,107.4
59469,22.16666667,111.7833333,128.6,116.8,245.39999999999998
59470,22.7,112.2,139.2,89.8,229.0
59471,22.93333333,112.05,81.5,70.0,151.5
59473,22.76666667,112.9666667,72.2,27.5,99.7
59475,22.4,112.65,116.5,61.9,178.4
59476,22.53333333,113.0333333,147.0,46.3,193.3
59477,22.26666667,112.2333333,219.3,183.4,402.70000000000005
59478,22.25,112.7833333,127.4,42.6,170.0
59480,22.85,113.25,88.4,27.5,115.9
59481,22.93333333,113.3166667,47.6,17.1,64.7
59485,22.5,113.4,194.1,105.5,299.6
59487,22.23333333,113.3,186.4,85.7,272.1
59488,22.28333333,113.5666667,282.1,96.0,378.1
59492,22.96666667,114.7333333,62.9,25.2,88.1
59493,22.53333333,114.0,357.6,193.0,550.6
59500,22.96666667,115.3166667,96.2,24.8,121.0
59501,22.8,115.3666667,162.7,41.6,204.29999999999998
59502,22.95,115.65,126.7,62.2,188.9
59632,21.95,108.6166667,78.0,46.0,124.0
59635,21.61666667,108.35,91.2,87.0,178.2
59640,21.66666667,109.1833333,78.5,49.1,127.6
59644,21.45,109.1333333,198.6,186.7,385.29999999999995
59650,21.4,110.25,89.0,54.9,143.9
59653,21.93333333,110.85,154.0,126.6,280.6
59654,21.63333333,110.3,36.7,34.2,70.9
59655,21.65,110.6166667,140.9,100.0,240.9
59656,21.4,110.8166667,96.8,84.3,181.1
59658,21.15,110.3,56.7,28.4,85.1
59659,21.75,110.9166667,164.5,143.3,307.8
59663,21.83333333,111.9666667,359.9,279.7,639.5999999999999
59664,21.53333333,110.9833333,209.2,178.9,388.1
59673,21.73333333,112.7666667,400.7,122.2,522.9
59750,20.96666667,110.0666667,213.2,140.5,353.7
59754,20.33333333,110.1833333,81.2,58.3,139.5
59757,20.0,110.3666667,91.4,33.2,124.60000000000001
59758,20.0,110.25,37.0,20.5,57.5
59838,19.1,108.6166667,47.1,44.1,91.2
59842,19.9,109.6833333,90.2,90.2,180.4
59843,19.73333333,110.0,131.8,106.2,238.0
59845,19.51666667,109.5833333,155.5,45.1,200.6
59847,19.26666667,109.05,177.6,136.3,313.9
59848,19.23333333,109.4333333,63.1,40.1,103.2
59849,19.03333333,109.8333333,22.5,3.3000000000000003,25.8
59851,19.66666667,110.3333333,59.7,57.3,117.0
59854,19.36666667,110.1,39.6,39.6,79.2
59855,19.23333333,110.4666667,69.9,46.4,116.30000000000001
59856,19.61666667,110.75,214.8,192.7,407.5
59941,18.76666667,109.5166667,101.0,64.6,165.6
59945,18.65,109.7,86.1,20.8,106.89999999999999
59951,18.8,110.3333333,85.9,54.2,140.10000000000002
